TI1;TI2;TI3;TI4;TI5;TC1;TC2;TI6;LC1;TI7
-0,43494;-0,47763;-1,779;-2,1013;-2,3443;-2,8645;1,2871;-0,08828;-0,21893;-0,12449
-0,43494;-0,72311;-1,8455;-2,1013;-2,3085;-2,9375;1,4113;-0,08828;0,014167;-0,16147
-0,43494;-0,96863;-1,8521;-2,1013;-2,2727;-3,0106;1,4747;0,37358;-0,044805;-0,19846
-0,43494;-0,83851;-1,8521;-2,1013;-2,2368;-3,0836;1,5161;0,26692;0,00033277;-0,23544
-0,43494;-0,70674;-1,8521;-2,0129;-2,201;-3,1566;1,5575;0,2202;-0,0063744;-0,27259
-0,50145;-0,70674;-1,8521;-1,634;-2,1974;-3,1761;1,5989;0,17343;0,0040506;-0,31222
-0,72946;-0,72012;-1,8521;-1,5961;-2,1974;-3,1761;1,6403;0,12671;-0,23368;-0,35186
-0,77017;-0,7774;-1,8521;-1,5961;-2,1974;-3,1761;1,6513;-0,74526;-0,24442;-0,39143
-0,81092;-0,83467;-1,8521;-1,5961;-2,1974;-3,1761;1,6513;-0,036932;-0,08081;-0,43106
-0,85163;-0,89195;-1,8521;-1,652;-2,1974;-3,1761;1,6513;0,034733;-0,027634;-0,47064
-0,89235;-0,94923;-1,8521;-1,8913;-2,1974;-3,1761;1,6513;0,1064;0,026079;-0,51015
-0,91001;-0,99317;-1,8521;-2,1306;-2,1974;-3,1761;1,6513;0,17806;-0,15719;-0,54961
-0,91001;-0,99317;-1,8521;-2,3384;-2,1974;-3,1761;1,621;0,24973;-0,15615;-0,58913
-0,78171;-0,99317;-1,8521;-2,1052;-2,1974;-3,1761;1,5796;0,02731;-0,087195;-0,62864
-0,71996;-0,99317;-1,8521;-1,872;-2,1974;-3,1761;1,5382;-0,2675;-0,027955;-0,63982
-0,71996;-0,99317;-1,8521;-2,0193;-2,1974;-3,1761;1,4968;-1,7046;-0,097068;-0,63982
-0,71996;-0,99317;-1,8521;-2,13;-2,1974;-3,1761;1,4554;-1,7611;-0,15094;-0,63982
-0,6123;-0,99317;-1,8521;-2,1805;-2,2307;-3,1761;1,5355;-1,8177;0,091811;-0,63982
-0,42229;-0,79841;-1,8521;-2,231;-2,2678;-3,1761;1,6596;-1,8743;-0,20978;-0,63982
-0,23228;-0,4547;-1,8521;-2,2815;-2,3049;-3,1761;1,7838;-1,8262;-0,14547;-0,63982
-0,47294;-0,6413;-1,7122;-2,3321;-2,342;-3,1493;1,908;-0,046141;-0,42203;-0,63982
-0,58153;-0,88677;-1,4654;-2,1822;-2,3728;-3,1128;2,0322;-0,010643;-0,43716;-0,80745
-0,33723;-0,93232;-1,3568;-1,879;-2,3162;-3,0763;2,0653;-0,18986;-0,34159;-1,1033
-0,14992;-0,8249;-1,7024;-1,8487;-2,2596;-3,0397;2,0653;-0,2675;-0,39654;-1,0875
-0,14992;-0,71749;-1,7216;-1,8487;-2,2031;-3,0032;2,0653;-0,27308;-0,067537;-1,0371
-0,14992;-0,44899;-1,4912;-1,8487;-2,1473;-2,9935;2,0653;-0,29697;0,27339;-0,98665
-0,14992;-0,1626;-1,2608;-1,8487;-2,0917;-2,9935;2,0653;-0,32086;0,036462;-0,91661
-0,14992;-0,64424;-1,0841;-1,8487;-2,0361;-2,9935;2,0956;-0,34474;0,060367;-0,7821
-0,14992;-0,48802;-1,0841;-1,5624;-1,9805;-2,9935;2,137;-0,36863;-0,061426;-0,64765
0,38211;-0,38689;-1,0841;-1,2045;-1,9247;-2,9935;2,1784;-0,38694;0,11412;-0,51315
-0,14992;-0,32783;-1,0841;-1,3309;-1,8671;-2,9935;2,2198;-0,38694;0,28355;-0,45485
-0,14992;-0,26877;-1,0841;-1,4571;-1,8095;-2,9935;2,2612;-0,38694;0,33666;-0,45485
-0,14992;-0,20976;-1,0514;-1,5835;-1,7519;-2,9935;2,3026;-0,38694;0,064177;-0,45485
-0,14992;-0,15069;-0,99385;-1,5648;-1,6943;-2,9935;2,344;-0,38694;-0,20364;-0,498
-0,14992;-0,13397;-0,93625;-1,5299;-1,6328;-2,9935;2,3854;-0,37767;-0,2864;-0,95923
-0,14992;-0,13397;-0,87865;-1,4951;-1,5657;-3,0203;2,4268;-0,33782;-0,11883;-1,1273
-0,14992;-0,13397;-0,821;-1,4602;-1,4984;-3,0568;2,4682;-0,29803;-0,31643;-1,1843
-0,14992;-0,13397;-0,79606;-1,4171;-1,4312;-3,0933;2,4792;-0,86471;-0,19725;-0,95975
-0,14992;-0,13397;-0,79606;-1,2575;-1,3909;-3,1298;2,4792;-0,63777;-0,0013407;-1,0102
-0,922;-0,55128;-0,79606;-1,098;-1,3909;-3,1663;2,4792;-0,30076;-0,46093;-1,0606
-1,102;-1,0973;-0,79606;-0,93846;-1,3909;-3,1493;2,4792;-0,18048;-0,58623;-1,1111
-1,282;-1,3577;-0,96276;-1,1498;-1,3909;-3,1126;2,4792;-0,09922;-0,63055;-1,2639
-1,4621;-1,4705;-1,6772;-1,4024;-1,3909;-3,0759;2,4792;-0,14622;-0,3366;-1,4411
0,13509;-1,0544;-2,3161;-2,1423;-1,452;-3,0392;2,4792;-0,19315;-0,38393;-1,4411
2,6718;1,7753;-2,1241;-2,3539;-1,5986;-3,0027;2,4792;-0,24009;-0,19223;-1,4411
1,6552;2,4436;-1,1481;-2,2592;-1,8389;-3,0483;2,4792;-0,2675;0,075392;-1,3117
0,47183;1,3146;0,49998;-1,409;-2,1462;-3,1213;2,4792;-0,2675;-0,2699;-1,1705
0,13509;0,34334;1,236;-0,95995;-2,3574;-3,1943;2,5413;-0,2675;-0,43383;-1,163
0,13509;0,34334;1,044;0,0038296;-2,2806;-3,2673;2,6241;-0,2675;-0,37186;-1,2041
0,13509;0,34334;0,21993;0,60317;-2,2037;-3,3404;2,7071;-0,2675;-0,21947;-1,2452
0,13509;0,34334;0,12393;0,42485;-1,4825;-3,3312;2,7898;-0,5661;0,02133;-1,2562
0,13509;0,34334;0,027925;0,24652;-0,70266;-3,2946;2,8726;-1,5216;0,4773;-1,2562
0,27365;0,34334;-0,02806;-0,011988;0,053151;-3,2581;2,9968;-0,38694;0,40298;-0,98654
0,51116;0,34334;-0,02806;-0,24886;0,17534;-3,2216;3,1347;-0,54819;0,52304;-0,91332
0,61012;0,34334;-0,02806;-0,24886;0,29752;-3,1851;3,2728;-0,65568;0,65876;-0,77467
0,61012;0,34334;-0,02806;-0,73039;0,41971;-3,0391;3,2142;-1,2728;0,84698;-0,39178
0,61012;0,34334;0,25998;-0,63565;0,45237;-2,8565;3,09;-0,74526;1,0125;-0,30577
0,14908;0,34334;0,53282;-0,54098;0,35966;-2,6739;2,9659;-0,86471;1,0426;-0,023397
0,31671;0,34334;0,35092;-0,39429;0,26696;-2,4914;2,8417;-1,1334;0,83296;0,22315
0,48439;0,34334;0,16901;-0,21054;0,17425;-2,3088;2,7175;-1,223;0,59879;0,22315
0,54304;0,34334;-0,012897;-0,026783;0,081541;-2,1536;2,7175;-1,4022;0,075728;0,13069
0,2748;0,34334;-0,02806;0,15689;0,042934;-2,0075;2,7589;-1,5873;-0,74558;-0,23912
0,0065679;0,0092269;-0,02806;0,13659;0,042934;-1,8615;2,8003;-1,9546;-1,9243;-0,87098
-0,070768;-0,35616;-0,02806;0,097713;0,042934;-1,7154;2,8417;-1,7506;-2,2934;-1,4642
0,11924;-0,099394;-0,02806;0,058916;0,042934;-1,5694;2,8831;-1,5216;-2,4827;-2,1369
0,381;0,15737;-0,02806;0,020041;0,042934;-1,4781;2,8933;-1,7307;-2,3499;-2,3511
0,64928;0,41414;-0,02806;-0,173;0,43495;-1,4051;2,8933;-0,86471;-2,1012;-2,5652
0,8784;0,6709;0,27367;-0,47621;0,18296;-1,332;2,8933;-1,5216;-1,7046;-2,7793
0,6772;0,78398;0,60285;-0,17725;0,042934;-1,259;2,8933;-1,452;-1,3357;-2,7972
0,476;0,69588;0,69198;0,17641;0,042934;-1,186;2,8933;-1,4022;-0,85942;-2,7972
-0,045419;0,41498;0,60971;0,53006;0,042934;-1,2018;2,8546;-1,1573;-0,45954;-2,7972
-1,0118;-1,1735;0,40398;0,53006;0,042934;-1,2472;2,8032;0,27004;-0,060366;-2,7232
-0,83872;-1,0462;-0,17206;0,27745;0,042934;-1,2928;2,7515;-2,1786;-0,0070639;-2,4273
1,6552;0,62977;-0,79606;-0,50147;0,28689;-1,3382;2,7001;-2,8355;0,12882;-2,0898
4,1255;3,03;-0,4492;-0,92249;0,42825;-1,3503;2,7471;-1,9397;0,1978;-1,7226
2,4153;3,4937;0,83482;-0,92249;0,15943;-1,3503;2,8299;-1,0916;0,31326;-1,2254
0,87765;2,4436;2,2571;-0,54074;-0,18553;-1,3503;2,9127;-1,4321;0,38861;-0,89869
0,61452;1,5586;3,0354;0,62694;-0,44095;-1,3503;2,9955;0,033115;0,64133;-0,77542
0,35143;1,2553;2,7735;1,8178;-0,21057;-1,3503;3,0782;-1,9994;0,83169;-0,65215
0,3251;0,95211;1,9506;2,504;0,019904;-1,2967;3,1307;-0,38694;1,0125;-0,22063
0,3251;0,8207;1,6171;2,6984;0,65588;-1,2237;3,1721;-0,2675;1,0794;-0,097361
0,3251;0,8207;1,2837;2,6592;1,3369;-1,1507;3,2134;-1,4918;1,0453;0,025912
0,3251;0,8207;1,1086;2,4121;1,9606;-1,0776;3,2548;-0,98415;1,0453;0,46013
0,36501;0,8207;1,4542;1,9069;2,4578;-1,0046;3,2962;0,090882;0,96629;0,55823
0,53602;0,8207;1,604;1,4016;2,3877;-0,9048;3,2162;-1,4022;0,77237;0,50979
0,61012;0,8207;1,604;1,0985;2,3175;-0,79527;3,092;0,27004;0,63511;0,46134
0,61012;0,8207;1,604;1,0985;2,2474;-0,68573;2,9678;0,27004;0,53793;0,4129
0,61012;0,8207;1,604;1,0985;2,1152;-0,57619;2,8436;0,019217;0,73414;0,1584
0,61012;0,8207;1,604;1,2621;1,7791;-0,46666;2,7194;0,082901;0,74192;0,090659
0,61012;0,8207;1,604;1,5507;1,7455;-0,35712;2,6864;-0,036541;0,67981;0,18306
0,61012;0,8207;1,604;1,7721;1,6824;-0,24758;2,6864;0,066994;0,32507;0,27557
0,61012;0,8207;1,5573;1,7721;1,6123;-0,13805;2,6864;0,14463;-0,11343;0,36797
0,61012;0,8207;1,4751;1,7047;1,5422;-0,02851;2,6864;-0,016615;-0,89278;0,093712
0,61012;0,8207;1,3928;1,416;1,4767;0,081027;2,6864;0,56865;-1,4581;-0,58003
0,61012;0,8207;1,316;1,1274;1,4767;0,19056;2,6864;-1,3783;-1,9154;-0,89299
0,2871;0,65841;1,316;1,0985;1,4767;0,3001;2,6864;0,56865;-2,2126;-1,2192
-0,28293;-0,24433;1,2488;1,0985;1,4767;0,40964;2,6864;-1,0439;-2,2059;-1,589
-0,42069;-0,66471;0,54798;1,0985;1,4767;0,51917;2,6864;0,74781;-1,9324;-1,9506
1,9402;0,49613;0,54798;0,83863;1,4767;0,62871;2,6864;-0,2675;-1,1848;-2,1971
4,6803;3,1118;0,54798;0,54997;1,4767;0,68467;2,7167;0,74781;-0,44186;-2,2254
3,7454;4,2223;1,4455;0,75206;1,3147;0,72135;2,7583;-0,74526;0,22065;-2,0544
1,9782;3,0957;2,7921;1,3294;1,1347;0,75804;2,7999;-1,0041;0,5004;-1,4129
1,0471;2,2273;3,8545;2,1904;0,95477;0,79472;2,8415;0,92697;0,61676;-0,99028
0,95174;1,542;3,7206;3,0521;0,7748;0,83123;2,8829;-2,3578;0,6291;-0,49782
0,85638;1,3497;3,4618;3,8773;1,0555;0,86774;2,8933;-0,75191;0,46183;-0,29967
0,76106;1,1573;2,8287;3,8773;1,4844;0,90426;2,8933;-0,83155;0,35911;-0,10157
0,66575;0,96496;2,66;3,7383;2,2322;0,94077;2,8933;0,56865;0,31552;0,084438
0,63862;0,85032;2,009;3,1826;2,9799;0,97728;2,8933;-2,5369;0,4773;0,22315
0,70703;0,96884;1,9068;2,3496;3,1793;1,0138;2,8933;-0,74526;0,81709;0,30886
0,77545;1,0873;1,8045;1,6079;3,1793;1,1325;2,8622;-1,0439;0,81669;0,65172
0,84386;1,2058;1,796;1,6582;3,1793;1,2786;2,8208;-1,0439;0,75337;0,99464
0,89518;1,3243;1,94;1,7084;3,1793;1,4246;2,7794;0,090882;0,78554;1,0861
0,89518;1,3935;2,3401;1,7587;2,7191;1,5707;2,738;-0,76184;0,83215;1,0861
0,89518;1,3935;2,2126;1,7721;2,5724;1,7167;2,6966;-0,96093;0,86539;1,0861
0,89518;1,3935;2,0851;1,7721;2,2832;1,7805;2,6552;0,090882;0,73795;1,0861
0,89518;1,3935;1,9575;1,7721;1,7623;1,8171;2,6138;-0,5478;0,50762;1,0861
0,89518;1,3935;1,83;1,7721;1,8295;1,8536;2,5724;-0,89457;0,23195;1,0861
0,89518;1,0161;1,8513;1,7721;1,8968;1,8901;2,531;-1,0439;-0,28643;1,0861
1,2752;1,2825;1,9268;1,7721;1,964;1,9266;2,4896;-0,08828;-0,84701;0,74706
1,6004;1,8708;2,0023;1,7721;2,0144;1,9631;2,4482;-0,78791;-1,4681;0,11307
1,4689;1,8708;2,0777;1,7721;2,0144;1,9996;2,4069;-2,1786;-2,0193;-0,46804
1,3702;1,8708;2,66;1,8353;2,0144;2,0361;2,3655;0,92697;-2,198;-0,62663
1,3702;1,5605;2,66;2,0879;2,0144;2,0726;2,3241;-0,33715;-2,0313;-1,0165
1,3702;1,8887;2,66;2,3405;2,0144;2,1092;2,2827;0,051087;-0,81573;-1,2562
1,3702;2,1333;2,66;2,53;2,054;2,1457;2,2413;-0,39972;0,25506;-1,2562
1,3702;2,0379;2,66;2,53;2,108;2,1822;2,1999;-0,55332;0,84929;-0,948
1,2622;1,9424;2,66;2,53;2,1621;2,2187;2,1585;-0,34218;0,99611;-0,63982
1,0032;1,8708;2,66;2,53;2,4625;2,2552;2,1171;-0,38694;1,0461;0,051949
1,1723;1,8708;2,66;2,53;2,7313;2,2917;2,0757;-0,38694;0,89956;0,38064
1,3702;1,9245;2,66;2,53;2,7313;2,3557;2,0962;0,74781;0,72212;0,9417
1,3702;2,1393;2,66;2,53;2,7313;2,4287;2,1376;-0,32789;0,52543;1,039
1,3702;2,1572;2,66;2,53;2,8619;2,5017;2,179;1,2256;0,43309;1,1363
1,3702;2,1572;2,7533;2,53;3,086;2,5748;2,2204;-0,31226;0,10336;1,1631
1,3702;2,0588;2,9134;2,53;2,7873;2,6478;2,2618;-0,38694;-0,07387;0,97822
1,3702;1,9513;3,0734;2,6353;2,7313;2,7483;2,148;0,27004;-0,074362;0,79331
1,3702;1,8708;2,66;2,9365;3,1759;2,8578;1,9825;-0,2675;-0,033537;0,71624
1,3702;1,8708;2,66;2,8782;3,1347;2,9674;1,8169;1,0464;-0,20538;0,71624
1,0436;1,5128;2,66;2,8198;3,0935;3,0769;1,6513;-0,24958;-0,37186;0,67275
0,14868;0,55046;2,4375;2,7615;3,0523;3,1864;1,4857;-0,31226;-0,72167;0,49873
0,31152;0,52601;1,5473;2,7033;3,0111;3,2414;1,5064;-0,025602;-0,91609;0,32465
2,4153;1,6799;1,108;1,8717;2,9084;3,2779;1,5892;-0,08828;-0,92716;0,12344
4,9014;4,0283;1,3;1,5041;2,7834;3,3144;1,672;-1,5216;-1,1111;-0,11585
3,5554;4,3469;2,756;1,6212;2,7313;3,3509;1,7548;-0,17792;-1,0576;-0,35514
2,1054;3,5593;4,1885;2,0844;2,1936;3,3874;1,8376;-1,5216;-0,80596;-0,45485
1,8068;2,7966;4,0976;2,951;2,1936;3,369;1,7651;-0,24919;-0,59253;-0,45485
1,5082;2,6272;4,0066;4,1299;2,1936;3,3325;1,6409;0,0013007;-0,25716;-0,45485
1,2096;2,4577;3,9156;4,5509;2,1936;3,296;1,5167;1,4047;-0,11436;-0,40693
1,2847;2,3123;3,2013;4,5509;2,5073;3,2595;1,3925;-0,05842;-0,20578;-0,32472
1,6267;2,1691;2,892;4,4246;3,3847;3,2229;1,2683;0,25213;-0,3089;-0,24252
1,1327;2,0259;2,75;3,9194;3,8775;3,2687;1,2374;-0,17792;-0,28412;-0,16038
1,0503;1,8827;3,1101;3,4142;4,133;3,3417;1,2374;0,0013007;-0,13527;-0,079446
1,0123;1,8708;3,0521;2,8846;4,0562;3,4147;1,2374;0,090882;0,20089;-0,012164
0,97434;1,7594;2,9561;2,7941;3,9794;3,4877;1,2374;-0,1182;0,46174;0,11681
0,93634;2,0511;2,8601;2,7035;3,9026;3,5608;1,2374;0,24018;0,62808;0,43116
0,89833;1,7965;2,764;2,613;3,6146;3,579;1,1753;-1,0439;0,77023;0,7455
0,89518;1,542;2,668;2,5332;3,3074;3,579;1,0925;-0,36701;0,94628;1,0598
0,89518;1,526;2,5381;2,5705;3,1793;3,579;1,0097;-0,11814;1,0125;1,5625
0,89518;1,8443;2,4052;2,608;3,1271;3,579;0,92693;1,4047;0,94574;1,7918
0,89518;1,6083;2,2723;2,6454;3,0375;3,579;0,84415;-0,08828;0,80248;1,8874
0,89518;1,3219;2,1393;2,6828;2,9479;3,6065;0,82345;0,38949;0,58314;1,8874
0,24839;0,96389;2,084;2,6984;2,8582;3,643;0,82345;-0,05842;0,26641;1,8874
0,14379;0,39107;1,952;2,6984;2,7686;3,6795;0,82345;1,7034;-0,17935;1,473
0,84226;0,75588;1,424;2,3616;2,7313;3,716;0,82345;-0,13807;-0,7912;1,1653
0,96644;1,2059;1,124;1,9545;2,7313;3,7525;0,82345;0,56865;-1,2358;1,0225
0,72208;1,3935;1,508;1,7861;2,7313;3,7616;0,7925;0,31983;-1,1433;0,76826
1,17;1,3935;1,796;1,7721;2,7313;3,7616;0,75111;0,77767;0,043911;0,51399
1,6179;1,6321;1,9776;1,7721;2,7313;3,7616;0,70972;0,68809;0,55336;0,60581
1,0665;1,8443;2,289;1,7721;2,5056;3,7616;0,66832;0,27004;0,89812;0,94481
0,71338;1,526;2,372;1,7721;2,2593;3,7616;0,62693;0,51886;0,83403;1,4891
-0,43312;0,62977;2,372;1,9489;2,1936;3,7341;0,55439;0,27004;0,67557;1,7167
-0,91001;-0,70674;1,316;2,2521;2,1936;3,6976;0,47161;0,68809;0,52431;1,8874
0,3251;-0,31298;0,54798;2,0457;2,1936;3,6611;0,38882;-0,08828;0,37269;1,8874
3,5649;2,1572;0,54798;1,1082;2,1936;3,6246;0,30603;-0,5661;0,38849;1,8874
4,2917;3,9424;0,9196;1,2248;2,1936;3,5881;0,22324;0,27004;0,28694;1,8874
2,2253;3,3123;2,0057;1,3414;2,1936;3,5516;0,20255;0,34171;0,3893;1,8874
1,2082;2,2049;3,6201;1,9504;2,04;3,515;0,20255;0,38949;0,41747;1,9
0,98726;1,6799;3,6201;2,6043;1,4856;3,4785;0,20255;0,31983;0,55336;1,9504
0,89518;1,6799;2,916;3,2036;1,5932;3,442;0,20255;0,68809;0,65987;2,0009
0,89518;1,6799;2,2507;3,2036;1,7007;3,4055;0,20255;0,14067;0,6592;2,0513
0,84111;1,3791;2,0853;3,2036;2,343;3,369;0,20255;0,4074;0,6592;2,1686
0,78215;0,86365;1,92;2,9258;2,7014;3,3325;0,20255;1,7034;0,50815;2,3337
0,72315;0,8207;1,796;2,6212;3,0598;3,296;0,20255;0,14067;0,50708;2,2543
0,66419;0,8207;1,7808;2,3124;3,4183;3,2595;0,20255;0,44921;0,37444;2,0782
0,61012;0,8207;1,7202;2,0037;3,2674;3,2229;0,20255;1,4047;0,085063;1,9021
0,61012;0,8207;1,6595;1,7721;3,0703;3,296;0,20255;1,8826;-0,42203;1,8874
0,61012;0,82966;1,604;1,4563;2,8732;3,4055;0,20255;0,38949;-0,27733;1,8874
0,61012;0,93703;1,604;1,4206;2,676;3,515;0,20255;0,24018;0,12999;1,6755
0,61012;1,0445;1,604;1,4964;2,4789;3,6246;0,20255;-0,5661;0,32947;1,6871
0,61012;1,0153;1,604;1,5721;2,3108;3,7341;0,20255;0,56865;0,27286;1,872
0,53887;0,795;1,604;1,7089;2,1453;3,7616;0,14046;0,74781;0,075727;1,8389
0,46113;0,62977;1,5497;1,8894;1,9799;3,7616;0,05767;0,38949;-0,21911;1,7861
0,38339;0,62977;1,4739;1,9932;1,8144;3,7616;-0,025117;0,53879;-0,60631;1,5484
0,20932;0,62977;1,3981;1,8669;1,7455;3,7616;-0,1079;0,56865;-1,2469;1,1786
-0,25385;0,042951;1,3223;1,73;1,7455;3,7616;-0,19069;0,98669;-1,9946;0,80869
-0,71703;-0,59727;0,72105;1,062;1,7455;3,7341;-0,21139;0,90135;-2,2942;0,43888
-1,4088;-1,1704;0,54798;0,6241;1,7455;3,6976;-0,21139;0,59427;-2,2103;-0,07478
-0,14992;-1,0068;-0,35096;0,18624;1,7455;3,6611;-0,21139;0,92697;-1,6883;-0,22887
2,9473;1,1071;-0,66516;-0,65186;1,5338;3,6246;-0,21139;0,74781;-0,69712;-0,26994
3,2466;2,7883;0,01994;-0,75408;1,2451;3,5881;-0,21139;0,74781;0,21517;-0,26994
1,4399;2,4701;1,172;-0,080374;0,93626;3,497;-0,24234;0,92697;0,66001;-0,12927
0,80462;1,6993;2,5412;0,74065;0,5666;3,3874;-0,28373;-0,5661;0,69086;0,43352
0,42202;0,8852;2,661;1,6205;0,19694;3,2779;-0,32512;0,38949;0,67689;0,82407
0,14459;0,57557;2,3942;2,2773;0,19971;3,1684;-0,36652;-0,74526;0,5221;1,281
0,18259;0,41494;1,7266;2,2773;0,46853;3,0588;-0,40791;0,45345;0,4773;1,3943
0,2206;0,70137;1,2402;2,2773;1,4353;3,0039;-0,41836;0,090882;0,41714;1,496
0,2586;0,78728;1,0583;2,1089;1,7663;2,9674;-0,41836;0,12074;0,41747;1,6069
0,2966;0,73001;0,8764;1,8202;2,2312;2,9309;-0,41836;0,56865;0,65928;1,7179
0,23605;0,67273;0,73007;1,5746;2,4625;2,8943;-0,41836;1,8826;0,72131;2,0777
-0,12022;0,61443;0,69033;1,458;2,4625;2,8578;-0,41836;0,55034;0,92991;2,143
0,067789;0,55305;0,65062;1,3414;2,4625;2,8761;-0,41836;0,27004;1,0294;2,2082
0,3053;0,49167;0,61088;1,2248;2,101;2,9126;-0,41836;1,0464;1,0953;2,3035
0,21625;0,43028;0,57118;1,1082;1,7067;2,9491;-0,41836;0,51886;1,0957;2,4884
0,097489;0,3689;0,51371;1,0599;1,4608;2,9856;-0,41836;1,3749;1,0302;2,6733
-0,021268;0,25979;0,43139;1,0178;1,4227;3,0221;-0,41836;0,92697;0,89795;2,7503
-0,14002;0,1166;0,34908;0,97571;1,3846;3,0039;-0,41836;1,4047;0,62965;2,7503
-0,14992;-0,026594;0,2668;0,93361;1,3464;2,9674;-0,41836;-0,86471;0,31552;2,4113
-0,6725;-0,26284;0,071349;0,77567;1,3083;2,9309;-0,41836;1,512;-0,15346;1,9867
-0,77146;-0,77838;-0,13433;0,60726;1,2508;2,8943;-0,41836;0,74781;-0,88128;1,7812
-0,5339;-0,40732;-0,22006;0,43886;1,1858;2,8578;-0,41836;2,0617;-1,4804;1,0562
-0,18553;-0,25111;-0,44633;-0,080374;1,1208;2,7938;-0,51159;0,38949;-1,946;0,68865
0,13509;-0,12339;-0,6932;-0,28254;1,0558;2,7208;-0,63577;0,71795;-1,4704;0,32113
0,13509;-0,081105;-0,16672;-0,48463;0,49098;2,6478;-0,75995;1,1435;-0,56633;0,22315
0,13509;-0,038861;-0,038737;-0,45;0,49098;2,5748;-0,88413;0,56865;0,25837;0,22315
0,13509;0,0034278;0,02474;-0,39389;0,3497;2,5017;-1,0083;0,25213;0,46177;0,6546
0,13509;0,045672;0,08234;-0,33771;0,1075;2,4562;-0,94603;1,7034;0,46466;1,0979
0,13509;0,056958;0,13994;-0,2816;0,11295;2,4197;-0,82185;0,28132;0,49219;1,2402
0,13509;0,056958;0,19754;-0,24886;0,20833;2,3832;-0,69767;0,27004;0,66001;1,3824
0,13509;0,056958;0,25514;-0,24886;0,3038;2,3467;-0,57349;0,27004;0,46466;1,8755
0,13509;0,056958;-0,033398;-0,24886;0,31176;2,3101;-0,4493;-0,23764;0,38782;1,8471
0,13509;-0,36071;-0,097413;-0,24886;0,31176;2,3009;-0,51159;0,072966;0,30103;1,8187
0,13509;-0,00031929;-0,16138;-0,24886;0,31176;2,3009;-0,63577;0,74781;0,43249;1,7902
0,13509;0,2837;-0,22006;-0,24886;0,31176;2,3009;-0,75995;-0,08828;0,40329;1,7708
-0,32315;0,045047;-0,22006;-0,24886;0,27943;2,3009;-0,88413;-0,05842;0,52277;1,8512
-0,054919;-0,12295;-0,22006;-0,26192;0,22399;2,3009;-1,0083;-1,4022;0,64431;1,9316
0,21332;-0,078874;-0,22006;-0,31418;0,16855;2,2462;-1,0393;-0,08828;0,7688;2,012
-0,13594;-0,034846;-0,22006;-0,36643;0,11311;2,1731;-1,0393;-0,38694;0,61685;2,0723
0,031696;0,0092269;-0,22006;-0,41868;0,057673;2,1001;-1,0393;-0,53624;0,3889;2,0723
0,19938;0,0533;-0,22006;-0,47102;0,042934;2,0271;-1,0393;-1,7008;0,062514;2,0723
0,3073;0,056958;-0,22006;-0,47621;-0,061582;1,9541;-1,0393;-0,15319;-0,37152;1,7186
0,23605;0,056958;-0,22006;-0,41561;-0,2408;1,881;-1,0393;-0,2675;-0,835;1,3326
0,16479;0,056958;-0,22006;-0,35494;-0,42002;1,808;-1,0393;-0,2675;-1,0466;0,94671
0,13509;0,056958;-0,22006;-0,29435;-0,49472;1,735;-1,0393;-0,10251;-0,81414;0,59297
0,13509;0,056958;-0,22006;-0,24886;-0,49472;1,662;-1,0393;-0,27944;-0,37199;0,59297
0,13509;0,056958;-0,22006;-0,24886;-0,49472;1,5889;-1,0393;-0,16296;-0,29647;0,59297
-0,23898;-0,057596;-0,22006;-0,24886;-0,40059;1,5707;-1,1013;-0,2675;-0,073915;0,59297
-0,54771;-0,51581;-0,22006;-0,27113;-0,23929;1,5707;-1,1841;-0,065899;-0,11382;0,59297
0,14135;-0,37262;-0,22006;-0,36029;-0,077996;1,5707;-1,2669;-0,2675;0,20116;0,63502
0,1651;0,033092;-0,22006;-0,44945;0,029534;1,5707;-1,3497;0,77767;0,27245;0,80311
-0,053099;-0,062369;-0,22006;-0,42718;-0,024231;1,5707;-1,4325;-0,2675;0,40139;0,98675
-0,2713;-0,13397;-0,22006;-0,24886;-0,077996;1,5159;-1,4532;-0,1331;0,38883;1,1922
-0,33994;-0,13397;-0,22006;-0,070458;-0,13176;1,4429;-1,4532;-0,12562;0,28661;1,2093
0,040086;-0,13397;-0,22006;-0,21722;-0,18553;1,3699;-1,4532;0,090882;0,28144;1,2093
0,30135;-0,062369;-0,22006;-0,4541;-0,2408;1,2968;-1,4532;1,151;0,13053;1,2093
0,20635;0,22402;-0,22006;-0,2646;-0,30026;1,2238;-1,4532;-1,7008;-0,0059016;1,1516
0,11134;0,27103;-0,22006;-0,075101;-0,3598;1,1508;-1,3911;0,95745;-0,35965;0,92039
0,016335;0,14707;-0,010071;-0,50627;-0,41935;1,0778;-1,3083;1,0464;-0,59266;0,64619
-0,078671;0,023055;0,19449;-0,56435;-0,47881;1,0048;-1,2255;-0,27944;-0,81763;0,4781
0,079909;-0,10091;-0,067312;-0,62242;-0,43526;0,93173;-1,1427;-0,14058;-0,80254;0,30022
0,29722;-0,10154;-0,24774;-0,6805;-0,35419;0,8587;-1,06;1,2256;-0,45905;0,22315
0,25922;-0,057284;-0,31422;-0,73858;-0,27321;0,75821;-1,0393;-0,33715;-0,61578;0,22315
0,22122;-0,013077;-0,38066;-0,71702;-0,22589;0,64867;-1,0393;1,5242;-0,38623;0,22315
0,18322;0,031174;-0,44714;-0,66649;-0,22589;0,53913;-1,0393;-0,2675;-0,14232;0,22315
